OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
0,incl,central,2,0.0,2.5,20.0,1000.0,0.0,1.0,1.46193+-0.000605595*x+3.30224e-07*x*x+-0.367873/x 
0,incl,down,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46193+-0.000605595*x+3.30224e-07*x*x+-0.367873/x)*(1-(0.083685+-0.000104849*x+9.12824e-08*x*x)) 
0,incl,down_correlated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46193+-0.000605595*x+3.30224e-07*x*x+-0.367873/x)*(1-(0.050987+7.03101e-05*x+-1.09927e-07*x*x)) 
0,incl,down_uncorrelated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46193+-0.000605595*x+3.30224e-07*x*x+-0.367873/x)*(1-(0.0381757)) 
0,incl,up,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46193+-0.000605595*x+3.30224e-07*x*x+-0.367873/x)*(1+(0.083685+-0.000104849*x+9.12824e-08*x*x)) 
0,incl,up_correlated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46193+-0.000605595*x+3.30224e-07*x*x+-0.367873/x)*(1+(0.050987+7.03101e-05*x+-1.09927e-07*x*x)) 
0,incl,up_uncorrelated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46193+-0.000605595*x+3.30224e-07*x*x+-0.367873/x)*(1+(0.0381757)) 
1,incl,central,2,0.0,2.5,20.0,1000.0,0.0,1.0,1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x 
1,incl,down,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1-(0.135289+0.000204028*x+-2.62114e-07*x*x)) 
1,incl,down_correlated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1-(0.117844+0.000229929*x+-2.93825e-07*x*x)) 
1,incl,down_uncorrelated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1-(0.0658412)) 
1,incl,up,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1+(0.135289+0.000204028*x+-2.62114e-07*x*x)) 
1,incl,up_correlated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1+(0.117844+0.000229929*x+-2.93825e-07*x*x)) 
1,incl,up_uncorrelated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1+(0.0658412)) 
2,incl,central,2,0.0,2.5,20.0,1000.0,0.0,1.0,0.864506+2.79354/sqrt(x) 
2,incl,down,2,0.0,2.5,20.0,1000.0,0.0,1.0,(0.864506+2.79354/sqrt(x))*(1-(0.217324+0.000260466*x+-3.2424e-07*x*x)) 
2,incl,down_correlated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(0.864506+2.79354/sqrt(x))*(1-(0.203031+0.00025932*x+-3.26627e-07*x*x)) 
2,incl,down_uncorrelated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(0.864506+2.79354/sqrt(x))*(1-(0.0867079)) 
2,incl,up,2,0.0,2.5,20.0,1000.0,0.0,1.0,(0.864506+2.79354/sqrt(x))*(1+(0.217324+0.000260466*x+-3.2424e-07*x*x)) 
2,incl,up_correlated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(0.864506+2.79354/sqrt(x))*(1+(0.203031+0.00025932*x+-3.26627e-07*x*x)) 
2,incl,up_uncorrelated,2,0.0,2.5,20.0,1000.0,0.0,1.0,(0.864506+2.79354/sqrt(x))*(1+(0.0867079)) 
0,comb,central,1,0.0,2.5,20.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18)) 
0,comb,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18)) 
0,comb,down,1,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.054402276873588562 
0,comb,down,1,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.016518779098987579 
0,comb,down,1,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.017352618277072906 
0,comb,down,1,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.014180955477058887 
0,comb,down,1,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.015867047011852264 
0,comb,down,1,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.016279954463243484 
0,comb,down,1,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.051268976181745529 
0,comb,down,1,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.082348331809043884 
0,comb,down,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.16307482123374939 
0,comb,down,0,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.021760910749435425 
0,comb,down,0,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0066075115464627743 
0,comb,down,0,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0069410474970936775 
0,comb,down,0,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.005672382190823555 
0,comb,down,0,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0063468185253441334 
